year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_rate,cancellation_rate,avg_delay_time,carrier_ct_rate,weather_ct_rate,nas_ct_rate,security_ct_rate,late_aircraft_ct_rate,season,year_month,airport_size
2023,8,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1964.0,429.0,136.32,6.33,70.23,1.07,215.05,103.0,9.0,20620.0,5743.0,399.0,2897.0,51.0,11530.0,0.21843177189409368,0.05244399185336049,48.065268065268064,0.06940936863543788,0.0032230142566191445,0.035758655804480656,0.000544806517311609,0.10949592668024441,Summer,2023-08-01,Large
2023,8,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",476.0,107.0,38.66,0.73,9.08,0.0,58.53,3.0,1.0,4768.0,1503.0,27.0,414.0,0.0,2824.0,0.22478991596638656,0.0063025210084033615,44.5607476635514,0.08121848739495797,0.0015336134453781513,0.01907563025210084,0.0,0.12296218487394958,Summer,2023-08-01,Medium
2023,8,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",323.0,99.0,30.41,0.62,16.22,1.0,50.74,5.0,1.0,3991.0,1268.0,23.0,551.0,46.0,2103.0,0.3065015479876161,0.015479876160990712,40.313131313131315,0.09414860681114551,0.0019195046439628484,0.05021671826625387,0.0030959752321981426,0.15708978328173376,Summer,2023-08-01,Medium
2023,8,WN,Southwest Airlines Co.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",186.0,27.0,6.47,0.52,5.11,0.0,14.9,1.0,0.0,938.0,160.0,17.0,162.0,0.0,599.0,0.14516129032258066,0.005376344086021506,34.74074074074074,0.03478494623655914,0.002795698924731183,0.027473118279569893,0.0,0.08010752688172043,Summer,2023-08-01,Small
2023,7,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",977.0,319.0,81.35,3.56,38.85,0.0,195.25,8.0,0.0,13867.0,3039.0,195.0,1203.0,0.0,9430.0,0.3265097236438076,0.008188331627430911,43.470219435736674,0.08326509723643807,0.0036438075742067553,0.03976458546571136,0.0,0.19984646878198567,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",284.0,114.0,41.04,3.73,15.92,0.0,53.31,2.0,1.0,7193.0,2188.0,309.0,853.0,0.0,3843.0,0.4014084507042254,0.007042253521126761,63.09649122807018,0.14450704225352112,0.013133802816901408,0.05605633802816901,0.0,0.1877112676056338,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",202.0,67.0,18.45,0.0,8.98,0.0,39.57,0.0,0.0,3129.0,857.0,0.0,370.0,0.0,1902.0,0.3316831683168317,0.0,46.701492537313435,0.09133663366336633,0.0,0.04445544554455446,0.0,0.1958910891089109,Summer,2023-07-01,Small
2023,7,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2894.5,967.0,271.85,27.96,176.22,2.97,488.01,26.0,11.0,29438.0,14430.0,2361.0,10239.0,97.0,33660.0,0.29919554455445546,0.008044554455445545,62.86142709410548,0.08411200495049506,0.008650990099009902,0.05452351485148515,0.0009189356435643565,0.15099319306930692,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2894.5,838.0,258.05,19.82,101.49,1.95,456.69,9.0,0.0,29438.0,12967.0,1493.0,3748.0,53.0,24862.0,0.2687620269403464,0.0028864656831302116,51.45942720763723,0.0827613855035279,0.0063566388710712,0.03254971135343169,0.0006254008980115459,0.14646889031430405,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",330.0,136.0,40.46,3.25,20.14,0.0,72.16,3.0,2.0,8257.0,2265.0,217.0,993.0,0.0,4782.0,0.4121212121212121,0.00909090909090909,60.713235294117645,0.12260606060606061,0.009848484848484848,0.06103030303030303,0.0,0.21866666666666665,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",344.0,138.0,44.83,5.97,17.15,0.0,70.05,1.0,2.0,8587.0,2668.0,374.0,871.0,0.0,4674.0,0.4011627906976744,0.0029069767441860465,62.22463768115942,0.13031976744186047,0.017354651162790696,0.04985465116279069,0.0,0.20363372093023255,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,BLI,"Bellingham, WA: Bellingham International",88.0,43.0,10.97,0.0,2.58,0.0,29.45,0.0,0.0,2192.0,402.0,0.0,141.0,0.0,1649.0,0.48863636363636365,0.0,50.97674418604651,0.12465909090909091,0.0,0.02931818181818182,0.0,0.3346590909090909,Summer,2023-07-01,Small
2023,7,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2894.5,1136.0,293.85,37.93,174.54,6.81,622.88,29.0,9.0,29438.0,16615.0,3395.0,8468.0,307.0,39706.0,0.271965525496768,0.006942781900885803,60.291373239436616,0.07034953315776873,0.009080679913813741,0.04178597079243476,0.001630356715345942,0.14912137898012928,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",370.0,124.0,42.95,0.0,10.85,0.0,70.2,2.0,3.0,5039.0,1689.0,0.0,310.0,0.0,3040.0,0.33513513513513515,0.005405405405405406,40.63709677419355,0.11608108108108109,0.0,0.029324324324324323,0.0,0.18972972972972973,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",590.0,237.0,67.92,6.07,77.56,2.06,83.39,19.0,4.0,17218.0,3771.0,678.0,6590.0,36.0,6143.0,0.4016949152542373,0.03220338983050847,71.11433172302738,0.11511864406779661,0.01028813559322034,0.13145762711864406,0.003491525423728814,0.14133898305084747,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",357.0,152.0,64.11,7.32,21.53,0.0,59.03,7.0,2.0,9462.0,3069.0,922.0,1497.0,0.0,3974.0,0.4257703081232493,0.0196078431372549,62.25,0.1795798319327731,0.020504201680672268,0.060308123249299725,0.0,0.16535014005602242,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1824.0,425.0,125.67,1.18,33.21,0.54,264.41,15.0,2.0,20523.0,6116.0,49.0,1292.0,19.0,13047.0,0.23300438596491227,0.008223684210526315,48.28941176470588,0.06889802631578948,0.0006469298245614035,0.018207236842105262,0.0002960526315789474,0.14496162280701755,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2894.5,1916.0,407.9,70.98,474.28,6.52,956.33,79.0,39.0,29438.0,25655.0,6065.0,30220.0,773.0,65082.0,0.30475584539526007,0.012565611579449657,66.69885177453027,0.06487991092731032,0.011289963416573883,0.0754382058215365,0.0010370606012406552,0.15211229521234293,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,BZN,"Bozeman, MT: Bozeman Yellowstone International",171.0,71.0,28.65,0.0,3.66,0.0,38.69,0.0,0.0,3781.0,1212.0,0.0,91.0,0.0,2478.0,0.4152046783625731,0.0,53.25352112676056,0.1675438596491228,0.0,0.021403508771929824,0.0,0.22625730994152046,Summer,2023-07-01,Small
2023,7,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",338.0,114.0,32.48,4.15,23.41,0.0,53.95,1.0,1.0,6558.0,1537.0,451.0,1060.0,0.0,3510.0,0.33727810650887574,0.0029585798816568047,57.526315789473685,0.09609467455621301,0.01227810650887574,0.0692603550295858,0.0,0.15961538461538463,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",429.0,174.0,61.66,3.37,14.89,0.75,93.33,2.0,1.0,10173.0,2676.0,313.0,738.0,12.0,6434.0,0.40559440559440557,0.004662004662004662,58.46551724137931,0.14372960372960372,0.007855477855477857,0.03470862470862471,0.0017482517482517483,0.21755244755244754,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",273.0,103.0,37.35,2.22,12.18,0.0,51.24,1.0,2.0,6666.0,1937.0,102.0,556.0,0.0,4071.0,0.3772893772893773,0.003663003663003663,64.71844660194175,0.13681318681318683,0.008131868131868133,0.04461538461538461,0.0,0.18769230769230769,Summer,2023-07-01,Small
2023,7,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",1057.0,377.0,122.48,12.22,46.21,0.0,196.08,9.0,3.0,23613.0,6641.0,999.0,2494.0,0.0,13479.0,0.3566698202459792,0.008514664143803218,62.63395225464191,0.11587511825922422,0.011561021759697258,0.043718070009460736,0.0,0.18550614947965943,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",446.0,170.0,62.57,1.78,20.99,0.0,84.65,4.0,3.0,9564.0,3325.0,156.0,865.0,0.0,5218.0,0.3811659192825112,0.008968609865470852,56.258823529411764,0.1402914798206278,0.00399103139013453,0.047062780269058295,0.0,0.18979820627802693,Summer,2023-07-01,Medium
2023,7,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",109.0,18.0,7.28,0.86,0.62,0.0,9.24,1.0,0.0,562.0,170.0,19.0,18.0,0.0,355.0,0.1651376146788991,0.009174311926605505,31.22222222222222,0.06678899082568808,0.007889908256880733,0.005688073394495413,0.0,0.08477064220183486,Summer,2023-07-01,Small
2023,7,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",233.0,95.0,36.04,2.27,6.35,0.0,50.34,0.0,1.0,5899.0,1765.0,220.0,295.0,0.0,3619.0,0.40772532188841204,0.0,62.09473684210526,0.15467811158798284,0.009742489270386265,0.02725321888412017,0.0,0.21605150214592275,Summer,2023-07-01,Small
2023,7,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",2894.5,1732.0,509.43,36.2,255.78,4.9,925.7,41.0,11.0,29438.0,24503.0,2659.0,11269.0,124.0,57680.0,0.2808496838008756,0.006648289281660451,55.562933025404156,0.08260580509161668,0.005869952975514838,0.04147559591373439,0.0007945516458569807,0.1501053997081239,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1389.0,427.0,99.02,13.21,147.4,0.54,166.83,7.0,9.0,24067.0,4770.0,751.0,8452.0,63.0,10031.0,0.3074154067674586,0.005039596832253419,56.36299765807963,0.07128869690424766,0.009510439164866812,0.10611951043916487,0.000388768898488121,0.12010799136069115,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",2894.5,3037.0,591.1,78.71,1068.2,5.65,1293.34,193.0,69.0,29438.0,34179.0,8128.0,68394.0,244.0,83327.0,0.3501671855182751,0.022252968984203852,63.968389858412905,0.06815404127752796,0.009075291133402512,0.12316384180790961,0.0006514470194857604,0.14912256427994927,Summer,2023-07-01,Large
2023,7,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",150.0,68.0,18.2,1.33,7.46,0.0,41.01,1.0,0.0,4417.0,977.0,110.0,420.0,0.0,2910.0,0.4533333333333333,0.006666666666666667,64.95588235294117,0.12133333333333333,0.008866666666666667,0.04973333333333333,0.0,0.2734,Summer,2023-07-01,Small
2023,7,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",345.0,152.0,58.59,5.88,13.16,0.0,74.38,4.0,0.0,9714.0,2579.0,943.0,646.0,0.0,5546.0,0.4405797101449275,0.011594202898550725,63.9078947368421,0.16982608695652174,0.017043478260869566,0.03814492753623189,0.0,0.21559420289855072,Summer,2023-07-01,Medium
