airport,arr_flights,delay_rate,cancellation_rate,avg_delay_time,carrier_ct_rate,weather_ct_rate,nas_ct_rate,security_ct_rate,late_aircraft_ct_rate,season,airport_size
HRL,83.0,0.20481927710843373,0.0,41.294117647058826,0.12602409638554218,0.0,0.025180722891566264,0.0,0.053614457831325305,Spring,Small
IAD,142.0,0.1267605633802817,0.02112676056338028,70.11111111111111,0.050211267605633804,0.0023943661971830986,0.01584507042253521,0.0,0.05823943661971831,Spring,Small
ICT,71.0,0.15492957746478872,0.056338028169014086,39.18181818181818,0.07408450704225351,0.0,0.005633802816901409,0.0,0.07535211267605633,Spring,Small
IND,717.0,0.17712691771269176,0.016736401673640166,47.37795275590551,0.08405857740585775,0.002189679218967922,0.02691771269177127,0.004797768479776848,0.059163179916318,Spring,Large
ISP,176.0,0.1534090909090909,0.005681818181818182,55.592592592592595,0.05931818181818182,0.0,0.03335227272727273,0.0,0.06068181818181818,Spring,Medium
ITO,113.0,0.061946902654867256,0.008849557522123894,71.11433172302738,0.026637168141592917,0.0,0.001769911504424779,0.0,0.033628318584070796,Spring,Small
JAX,306.0,0.16666666666666666,0.013071895424836602,48.627450980392155,0.07098039215686275,0.00565359477124183,0.01238562091503268,0.0,0.0776797385620915,Spring,Medium
KOA,206.0,0.10679611650485436,0.0,39.18181818181818,0.03344660194174757,0.001116504854368932,0.028252427184466022,0.0,0.043980582524271845,Spring,Medium
LAS,2894.5,0.0969557431568176,0.014070094653364031,46.19261213720316,0.038273215656178056,0.001557943207981581,0.01740598618572525,0.0003044256843182399,0.039414172422614475,Spring,Large
LAX,1363.0,0.10711665443873808,0.016874541452677916,47.28767123287671,0.05979457079970653,0.0007630227439471754,0.011724137931034483,0.0,0.03482758620689655,Spring,Large
LBB,111.0,0.15315315315315314,0.0,37.0,0.07477477477477477,0.003153153153153153,0.03504504504504505,0.0,0.04009009009009009,Spring,Small
LGA,488.0,0.10245901639344263,0.02663934426229508,53.32,0.04153688524590164,0.0004918032786885246,0.00735655737704918,0.0,0.05309426229508197,Spring,Large
LGB,718.0,0.07799442896935933,0.036211699164345405,35.339285714285715,0.026016713091922005,0.001392757660167131,0.00681058495821727,0.0007242339832869081,0.04306406685236769,Spring,Medium
LIH,103.0,0.04854368932038835,0.019417475728155338,54.0,0.032815533980582526,0.0,0.0017475728155339806,0.0,0.013980582524271845,Spring,Small
LIT,156.0,0.14743589743589744,0.019230769230769232,41.26086956521739,0.06788461538461539,0.005064102564102564,0.00641025641025641,0.0,0.06807692307692308,Spring,Small
MAF,177.0,0.22598870056497175,0.005649717514124294,33.975,0.0711864406779661,0.0,0.048305084745762714,0.005649717514124294,0.10084745762711865,Spring,Medium
MCI,1037.0,0.15139826422372227,0.01832208293153327,44.46496815286624,0.0562198649951784,0.001870781099324976,0.018688524590163933,0.00437801350048216,0.0702314368370299,Spring,Large
MCO,2894.5,0.13815789473684212,0.01118421052631579,52.50952380952381,0.04804276315789474,0.0021546052631578948,0.03160855263157895,0.00044407894736842106,0.055911184210526314,Spring,Large
MDW,2894.5,0.09028374892519346,0.018701633705932932,52.345238095238095,0.03636285468615649,0.0013757523645743766,0.01656061908856406,0.0012231298366294067,0.03476139294926913,Spring,Large
MEM,299.0,0.1505016722408027,0.026755852842809364,42.62222222222222,0.06384615384615384,0.0,0.022675585284280937,0.0,0.06397993311036788,Spring,Medium
MHT,150.0,0.09333333333333334,0.0,32.214285714285715,0.06586666666666667,0.0,0.0005333333333333334,0.0,0.026933333333333333,Spring,Medium
MIA,474.0,0.1308016877637131,0.014767932489451477,55.516129032258064,0.05234177215189873,4.219409282700422e-05,0.03449367088607595,0.004219409282700422,0.03970464135021097,Spring,Medium
MKE,750.0,0.136,0.017333333333333333,47.07843137254902,0.05690666666666667,0.0013333333333333333,0.015213333333333334,0.0006933333333333333,0.06185333333333334,Spring,Large
MSP,390.0,0.13846153846153847,0.035897435897435895,57.074074074074076,0.06520512820512821,0.0009487179487179487,0.0007435897435897435,0.002564102564102564,0.069,Spring,Medium
MSY,866.0,0.13856812933025403,0.015011547344110854,42.55,0.05333718244803695,0.004284064665127021,0.02825635103926097,0.0011547344110854503,0.05152424942263279,Spring,Large
MTJ,101.0,0.0594059405940594,0.09900990099009901,27.5,0.034653465346534656,0.0,0.0,0.0,0.024752475247524754,Spring,Small
OAK,2103.0,0.0898716119828816,0.018544935805991442,49.116402116402114,0.03968616262482168,0.0015691868758915834,0.012116024726581074,0.0003851640513552069,0.03611507370423205,Spring,Large
OGG,349.0,0.09742120343839542,0.0057306590257879654,36.411764705882355,0.029942693409742118,0.0,0.045988538681948424,0.0,0.02148997134670487,Spring,Medium
OKC,375.0,0.13333333333333333,0.021333333333333333,51.9,0.058186666666666664,0.0,0.01824,0.0,0.05690666666666667,Spring,Medium
OMA,443.0,0.15349887133182843,0.02708803611738149,38.470588235294116,0.0709706546275395,0.0,0.007832957110609481,0.0,0.07469525959367947,Spring,Medium
ONT,599.0,0.12020033388981637,0.02003338898163606,46.125,0.04253756260434057,0.0010684474123539233,0.004323873121869783,0.0,0.07227045075125209,Spring,Large
ORD,496.0,0.09274193548387097,0.06653225806451613,41.67391304347826,0.03606854838709678,0.0010080645161290322,0.025483870967741937,0.0020161290322580645,0.028165322580645163,Spring,Medium
ORF,199.0,0.11055276381909548,0.01507537688442211,53.77272727272727,0.0685427135678392,0.0016080402010050252,0.004623115577889448,0.003969849246231156,0.03180904522613066,Spring,Small
PBI,247.0,0.15384615384615385,0.004048582995951417,45.05263157894737,0.06165991902834008,0.004048582995951417,0.05748987854251012,0.0,0.030688259109311743,Spring,Small
PDX,464.0,0.13793103448275862,0.01939655172413793,45.796875,0.06976293103448275,0.0,0.007607758620689655,0.0021551724137931034,0.05840517241379311,Spring,Large
PHL,303.0,0.20132013201320131,0.019801980198019802,49.57377049180328,0.09887788778877889,0.0028712871287128712,0.019438943894389438,0.0006600660066006601,0.07947194719471946,Spring,Medium
PHX,2894.5,0.1137915339098771,0.010923987255348202,43.114,0.03846836595357305,0.0005871643149749659,0.03134274010013655,0.0009695038689121529,0.04242375967228038,Spring,Large
PIT,509.0,0.137524557956778,0.009823182711198428,43.34285714285714,0.04758349705304518,0.00021611001964636542,0.022711198428290766,0.002730844793713163,0.06428290766208251,Spring,Medium
PNS,159.0,0.18867924528301888,0.0,41.03333333333333,0.10515723270440251,0.0,0.02106918238993711,0.006289308176100629,0.05616352201257861,Spring,Small
PSP,178.0,0.05056179775280899,0.016853932584269662,41.0,0.01657303370786517,0.0,0.007247191011235955,0.0,0.026741573033707864,Spring,Medium
PVD,248.0,0.13709677419354838,0.0,40.73529411764706,0.04798387096774194,0.0,0.012782258064516128,0.0,0.07633064516129032,Spring,Medium
PWM,85.0,0.16470588235294117,0.0,25.0,0.068,0.0,0.022352941176470586,0.0,0.0743529411764706,Spring,Small
RDU,407.0,0.13513513513513514,0.012285012285012284,42.10909090909091,0.05584766584766585,0.002113022113022113,0.015626535626535626,0.0,0.06152334152334152,Spring,Medium
RIC,62.0,0.25806451612903225,0.0,46.8125,0.16403225806451613,0.0,0.04129032258064516,0.0,0.05274193548387097,Spring,Small
RNO,461.0,0.12364425162689804,0.026030368763557483,50.78947368421053,0.0661822125813449,0.0021475054229934923,0.008850325379609544,0.0,0.046485900216919736,Spring,Medium
ROC,69.0,0.11594202898550725,0.0,32.875,0.05884057971014492,0.0,0.028985507246376812,0.0,0.028115942028985506,Spring,Small
RSW,1183.0,0.17751479289940827,0.006762468300929839,45.076190476190476,0.046001690617075236,0.0022992392223161458,0.06724429416737109,0.0,0.06197802197802197,Spring,Medium
SAN,1417.0,0.10162314749470713,0.015525758645024701,38.11805555555556,0.050437544107268875,0.0001834862385321101,0.011136203246294989,0.0,0.03986591390261115,Spring,Large
SAT,727.0,0.18707015130674004,0.015130674002751032,38.8014705882353,0.07873452544704264,0.001375515818431912,0.0240302613480055,0.0019394773039889959,0.08099037138927098,Spring,Large
SAV,126.0,0.06349206349206349,0.0,65.25,0.020714285714285713,0.0,0.009761904761904762,0.0,0.03301587301587302,Spring,Small
SDF,273.0,0.13186813186813187,0.02197802197802198,50.02777777777778,0.0893040293040293,0.0,0.012710622710622711,0.0,0.029853479853479855,Spring,Medium
SEA,405.0,0.1308641975308642,0.022222222222222223,49.45283018867924,0.07039506172839506,0.0,0.013358024691358024,0.0023703703703703703,0.04474074074074074,Spring,Large
SFO,451.0,0.07095343680709534,0.03325942350332594,45.75,0.02942350332594235,0.0,0.00492239467849224,0.0,0.036585365853658534,Spring,Large
SJC,1353.0,0.06208425720620843,0.022172949002217297,42.166666666666664,0.02601626016260163,0.0,0.007642276422764227,0.0007390983000739098,0.027694013303769402,Spring,Large
SJU,317.0,0.138801261829653,0.0,39.68181818181818,0.05630914826498423,0.00047318611987381704,0.018801261829652995,0.0031545741324921135,0.06006309148264984,Spring,Medium
SLC,685.0,0.19416058394160585,0.01897810218978102,42.10526315789474,0.09524087591240875,0.0014452554744525548,0.032875912408759124,0.00145985401459854,0.06313868613138686,Spring,Large
SMF,1471.0,0.08225696804894629,0.017675050985723997,50.925619834710744,0.03651937457511897,6.798096532970769e-05,0.004588715159755268,0.00018354860639021076,0.040904146838885116,Spring,Large
SNA,1162.0,0.058519793459552494,0.031841652323580036,41.69117647058823,0.024793459552495695,0.0008605851979345956,0.009733218588640275,0.00017211703958691912,0.02296041308089501,Spring,Large
SRQ,271.0,0.13653136531365315,0.007380073800738007,45.945945945945944,0.04062730627306273,0.0017343173431734317,0.043542435424354244,0.0,0.050627306273062736,Spring,Medium
STL,1968.0,0.10111788617886179,0.011686991869918699,43.80402010050251,0.048968495934959354,0.0009857723577235773,0.012337398373983741,0.00225609756097561,0.0365650406504065,Spring,Large
TPA,1812.0,0.14293598233995586,0.011589403973509934,46.21621621621622,0.04866445916114791,0.0030022075055187642,0.03399558498896247,0.0012527593818984547,0.05600993377483444,Spring,Large
TUL,273.0,0.15384615384615385,0.029304029304029304,41.45238095238095,0.07981684981684982,0.0,0.011575091575091576,0.0,0.06241758241758241,Spring,Medium
TUS,202.0,0.15841584158415842,0.034653465346534656,48.53125,0.06361386138613861,0.0,0.022821782178217825,0.0,0.07202970297029704,Spring,Medium
ABQ,280.0,0.125,0.06785714285714285,31.571428571428573,0.0565,0.002392857142857143,0.023142857142857146,0.0,0.04296428571428571,Winter,Large
ALB,121.0,0.09917355371900827,0.09090909090909091,55.666666666666664,0.04446280991735537,0.0060330578512396696,0.02099173553719008,0.008264462809917356,0.019421487603305785,Winter,Medium
AMA,60.0,0.06666666666666667,0.1,51.0,0.058333333333333334,0.0,0.0005,0.0,0.007833333333333333,Winter,Small
ATL,1661.0,0.10174593618302227,0.062010836845273934,37.071005917159766,0.046538229981938586,0.0027453341360626124,0.028410596026490063,0.00012642986152919928,0.023925346177001806,Winter,Large
AUS,658.0,0.10790273556231003,0.1884498480243161,35.2112676056338,0.05743161094224924,0.0036170212765957444,0.023085106382978723,0.00303951367781155,0.020729483282674772,Winter,Large
BDL,120.0,0.15833333333333333,0.08333333333333333,57.36842105263158,0.07775,0.006833333333333333,0.03333333333333333,0.008333333333333333,0.03208333333333333,Winter,Medium
BHM,140.0,0.17857142857142858,0.07142857142857142,50.0,0.09257142857142858,0.0,0.04214285714285715,0.0,0.04392857142857143,Winter,Medium
BNA,2016.0,0.10466269841269842,0.13392857142857142,41.37914691943128,0.03878472222222222,0.0027926587301587303,0.036517857142857144,0.0,0.02656746031746032,Winter,Large
BOI,189.0,0.15343915343915343,0.0,41.6551724137931,0.04407407407407407,0.0,0.041322751322751324,0.0,0.06804232804232804,Winter,Medium
BOS,223.0,0.09417040358744394,0.12556053811659193,29.952380952380953,0.032869955156950674,0.01233183856502242,0.015739910313901345,0.004484304932735426,0.02874439461883408,Winter,Large
BUF,206.0,0.1650485436893204,0.06796116504854369,31.176470588235293,0.05,0.002475728155339806,0.048834951456310685,0.0048543689320388345,0.05888349514563107,Winter,Medium
BUR,344.0,0.07848837209302326,0.0,35.25925925925926,0.04186046511627907,0.0,0.011482558139534884,0.0,0.025145348837209303,Winter,Large
BWI,2894.5,0.08493490390576565,0.12678239305641661,40.85766423357664,0.02963112213267204,0.0015592064476131432,0.029655920644761316,0.0006075635461872288,0.02348419094854309,Winter,Large
CHS,136.0,0.11764705882352941,0.125,44.4375,0.028455882352941178,0.008088235294117648,0.05404411764705882,0.0,0.027058823529411767,Winter,Medium
CLE,260.0,0.1576923076923077,0.08461538461538462,31.317073170731707,0.08392307692307692,0.002269230769230769,0.043730769230769226,0.0038461538461538464,0.023923076923076922,Winter,Medium
CLT,160.0,0.14375,0.10625,40.21739130434783,0.1004375,0.0049375,0.015437500000000002,0.0,0.0229375,Winter,Small
CMH,343.0,0.13411078717201166,0.06705539358600583,42.93478260869565,0.049533527696793,0.004956268221574344,0.017259475218658893,0.005481049562682215,0.056880466472303215,Winter,Large
CRP,56.0,0.16071428571428573,0.10714285714285714,42.77777777777778,0.09339285714285715,0.0,0.002857142857142857,0.0,0.06446428571428571,Winter,Small
CVG,156.0,0.1346153846153846,0.0641025641025641,24.80952380952381,0.058397435897435894,0.0,0.054679487179487174,0.0,0.021602564102564104,Winter,Small
DAL,2674.0,0.09050112191473449,0.11742707554225879,43.252066115702476,0.03746073298429319,0.00206058339566193,0.029356768885564696,0.0010620792819745698,0.02056095736724009,Winter,Large
DCA,235.0,0.09361702127659574,0.0851063829787234,40.81818181818182,0.036808510638297876,0.0025106382978723404,0.0194468085106383,0.0,0.034851063829787234,Winter,Large
DEN,2894.5,0.14705882352941177,0.041411764705882356,38.9584,0.04610588235294118,0.00316,0.06708705882352942,0.0002611764705882353,0.030444705882352936,Winter,Large
DSM,56.0,0.07142857142857142,0.05357142857142857,37.25,0.008749999999999999,0.0,0.047142857142857146,0.0,0.015714285714285715,Winter,Small
DTW,200.0,0.14,0.1,35.642857142857146,0.07095,0.0,0.02255,0.005,0.0415,Winter,Medium
ECP,85.0,0.21176470588235294,0.12941176470588237,45.27777777777778,0.09964705882352942,0.0,0.03976470588235294,0.0,0.07247058823529412,Winter,Small
ELP,200.0,0.165,0.085,37.96969696969697,0.1,0.0084,0.0123,0.005,0.0393,Winter,Medium
FLL,824.0,0.14441747572815533,0.07766990291262135,46.53781512605042,0.07775485436893204,0.0031917475728155337,0.03446601941747573,0.0,0.029016990291262135,Winter,Large
GEG,164.0,0.18292682926829268,0.006097560975609756,35.06666666666667,0.08859756097560975,0.0,0.05378048780487805,0.0,0.04054878048780488,Winter,Medium
GRR,144.0,0.13194444444444445,0.041666666666666664,57.10526315789474,0.04736111111111111,0.00625,0.035,0.006944444444444444,0.03638888888888889,Winter,Small
GSP,80.0,0.2,0.0875,43.5625,0.074625,0.0025,0.031875,0.0,0.091125,Winter,Small
HDN,94.0,0.10638297872340426,0.0,38.4,0.04978723404255319,0.00648936170212766,0.028191489361702127,0.0,0.021914893617021276,Winter,Small
HNL,504.0,0.02976190476190476,0.013888888888888888,64.93333333333334,0.015595238095238096,0.0,0.008452380952380953,0.0,0.005734126984126985,Winter,Large
HOU,2543.0,0.10735351946519858,0.1301612268973653,38.56776556776557,0.03127408572552104,0.002375147463625639,0.046539520251671254,0.0007235548564687378,0.026441211167911913,Winter,Large
HRL,56.0,0.17857142857142858,0.125,24.8,0.10142857142857142,0.0,0.008035714285714287,0.0,0.06910714285714285,Winter,Small
IAD,56.0,0.16071428571428573,0.017857142857142856,64.55555555555556,0.08732142857142856,0.0,0.024107142857142858,0.002142857142857143,0.047142857142857146,Winter,Small
ICT,64.0,0.078125,0.046875,31.4,0.06453125,0.0,0.01359375,0.0,0.0,Winter,Small
IND,387.0,0.1111111111111111,0.03875968992248062,43.41860465116279,0.04054263565891473,0.005684754521963825,0.020749354005167957,0.0,0.044134366925064596,Winter,Large
ISP,116.0,0.14655172413793102,0.10344827586206896,50.35294117647059,0.05801724137931035,0.0,0.01810344827586207,0.0,0.07043103448275861,Winter,Medium
ITO,84.0,0.03571428571428571,0.011904761904761904,71.11433172302738,0.035595238095238096,0.0,0.00011904761904761905,0.0,0.0,Winter,Small
JAX,188.0,0.2074468085106383,0.10106382978723404,44.82051282051282,0.11414893617021277,0.010585106382978724,0.04212765957446808,0.0,0.04058510638297872,Winter,Medium
KOA,168.0,0.03571428571428571,0.011904761904761904,49.666666666666664,0.020714285714285713,0.004107142857142857,0.008988095238095238,0.0,0.0019047619047619048,Winter,Medium
LAS,2506.0,0.11252992817238627,0.03711093375897845,39.51418439716312,0.04154030327214685,0.0008379888268156424,0.040977653631284916,0.0007980845969672786,0.02837589784517159,Winter,Large
LAX,928.0,0.10991379310344827,0.03879310344827586,42.48039215686274,0.05286637931034483,0.0010775862068965517,0.021400862068965517,0.0,0.034568965517241375,Winter,Large
LBB,60.0,0.2,0.1,44.083333333333336,0.09716666666666667,0.02733333333333333,0.050166666666666665,0.0,0.025333333333333333,Winter,Small
LGA,254.0,0.05905511811023622,0.15354330708661418,59.666666666666664,0.03464566929133858,0.0,0.011496062992125983,0.0,0.012874015748031497,Winter,Large
LGB,448.0,0.049107142857142856,0.020089285714285716,28.045454545454547,0.024553571428571428,0.0009151785714285713,0.006004464285714286,0.0,0.01763392857142857,Winter,Medium
LIH,56.0,0.07142857142857142,0.017857142857142856,71.11433172302738,0.07142857142857142,0.0,0.0,0.0,0.0,Winter,Small
LIT,132.0,0.09090909090909091,0.1590909090909091,35.833333333333336,0.08015151515151515,0.0,0.00840909090909091,0.0,0.0023484848484848484,Winter,Small
MAF,136.0,0.11029411764705882,0.125,31.866666666666667,0.0413235294117647,0.0,0.03286764705882353,0.0,0.036176470588235296,Winter,Medium
MCI,696.0,0.1307471264367816,0.05890804597701149,42.42857142857143,0.06645114942528736,0.0014367816091954023,0.02770114942528736,0.0,0.03514367816091954,Winter,Large
MCO,1882.0,0.16950053134962806,0.048352816153028694,43.874608150470216,0.052284803400637625,0.0025132837407013816,0.06877258235919236,0.0010201912858660998,0.04490967056323061,Winter,Large
MDW,2894.5,0.08526187576126674,0.09774665042630938,40.72142857142857,0.02824908647990256,0.0025730816077953714,0.030843483556638247,0.0006699147381242388,0.022926309378806336,Winter,Large
MEM,236.0,0.05084745762711865,0.24152542372881355,28.833333333333332,0.037415254237288136,0.0,0.008220338983050848,0.0,0.005254237288135593,Winter,Medium
MHT,120.0,0.06666666666666667,0.14166666666666666,54.25,0.022166666666666668,0.0,0.008333333333333333,0.0,0.036166666666666666,Winter,Medium
MIA,260.0,0.18846153846153846,0.038461538461538464,44.30612244897959,0.10015384615384615,0.0038461538461538464,0.055384615384615386,0.0,0.029115384615384616,Winter,Medium
MKE,377.0,0.16710875331564987,0.050397877984084884,41.317460317460316,0.06185676392572945,0.002440318302387268,0.02419098143236074,0.0,0.07862068965517241,Winter,Large
MSP,225.0,0.15555555555555556,0.02666666666666667,50.114285714285714,0.08075555555555557,0.0,0.035866666666666665,0.002977777777777778,0.036,Winter,Medium
MSY,518.0,0.1583011583011583,0.05405405405405406,44.46341463414634,0.08283783783783782,0.0,0.03115830115830116,0.002972972972972973,0.04133204633204633,Winter,Large
MTJ,89.0,0.056179775280898875,0.06741573033707865,32.2,0.046741573033707864,0.0,0.004606741573033707,0.0,0.004831460674157303,Winter,Small
OAK,1501.0,0.08461025982678215,0.014656895403064623,37.496062992125985,0.032591605596269155,0.0005929380413057961,0.02401732178547635,0.0003530979347101932,0.02705529646902065,Winter,Large
OGG,280.0,0.05357142857142857,0.010714285714285714,33.46666666666667,0.023428571428571427,0.0,0.019571428571428573,0.0,0.010571428571428572,Winter,Medium
OKC,288.0,0.1076388888888889,0.13194444444444445,33.064516129032256,0.06395833333333334,0.0,0.01840277777777778,0.0,0.025277777777777777,Winter,Medium
OMA,298.0,0.1342281879194631,0.050335570469798654,43.675,0.05892617449664429,0.0,0.033422818791946314,0.0,0.04187919463087249,Winter,Medium
ONT,412.0,0.10194174757281553,0.007281553398058253,43.61904761904762,0.047645631067961165,0.0,0.012014563106796118,0.0,0.04225728155339806,Winter,Large
ORD,240.0,0.125,0.07916666666666666,49.56666666666667,0.05308333333333334,0.006458333333333333,0.05054166666666667,0.0,0.014916666666666667,Winter,Medium
ORF,160.0,0.1625,0.075,38.11538461538461,0.060687500000000005,0.009625,0.0403125,0.0,0.051875000000000004,Winter,Small
PBI,140.0,0.15714285714285714,0.05714285714285714,51.31818181818182,0.038,0.006214285714285714,0.05657142857142857,0.007142857142857143,0.04921428571428571,Winter,Small
PDX,328.0,0.15853658536585366,0.09146341463414634,47.36538461538461,0.04695121951219512,0.0,0.07929878048780488,0.0,0.03228658536585366,Winter,Large
PHL,246.0,0.1016260162601626,0.0975609756097561,40.24,0.06341463414634146,0.0012195121951219512,0.006951219512195122,0.0,0.03008130081300813,Winter,Medium
PHX,2839.0,0.10320535399788658,0.04579077139837971,42.33788395904437,0.03584360690383938,0.0028249383585769636,0.03470588235294118,0.0008030996829869672,0.02902782669954209,Winter,Large
PIT,303.0,0.16501650165016502,0.039603960396039604,46.96,0.05452145214521452,0.006996699669966997,0.02603960396039604,0.006600660066006601,0.07085808580858086,Winter,Medium
PNS,60.0,0.2,0.15,44.25,0.1005,0.0,0.0665,0.0,0.033,Winter,Small
PSP,140.0,0.04285714285714286,0.0,35.666666666666664,0.015642857142857142,0.0,0.008071428571428571,0.0,0.019142857142857145,Winter,Medium
PVD,130.0,0.16923076923076924,0.1,51.22727272727273,0.0876923076923077,0.007,0.021,0.007461538461538461,0.04607692307692308,Winter,Medium
PWM,56.0,0.16071428571428573,0.16071428571428573,27.555555555555557,0.06749999999999999,0.0,0.04839285714285714,0.017857142857142856,0.026964285714285715,Winter,Small
RDU,282.0,0.16666666666666666,0.0851063829787234,42.5531914893617,0.07049645390070922,0.007836879432624113,0.03570921985815603,0.0,0.05262411347517731,Winter,Medium
RIC,56.0,0.03571428571428571,0.08928571428571429,26.0,0.0,0.0,0.0,0.0,0.03571428571428571,Winter,Small
RNO,233.0,0.19313304721030042,0.017167381974248927,39.044444444444444,0.07107296137339056,0.0,0.04206008583690987,0.0,0.08,Winter,Medium
ROC,57.0,0.19298245614035087,0.10526315789473684,33.27272727272727,0.03596491228070175,0.004210526315789474,0.03736842105263158,0.017894736842105262,0.0975438596491228,Winter,Small
RSW,639.0,0.23317683881064163,0.0594679186228482,40.90604026845637,0.0769640062597809,0.0019561815336463224,0.12302034428794992,0.0,0.031236306729264477,Winter,Medium
SAN,866.0,0.1235565819861432,0.02424942263279446,35.77570093457944,0.049307159353348735,0.0027367205542725174,0.02489607390300231,0.0,0.046605080831408775,Winter,Large
SAT,427.0,0.11943793911007025,0.18501170960187355,49.431372549019606,0.055456674473067916,0.003044496487119438,0.03182669789227166,0.00234192037470726,0.02676814988290398,Winter,Large
SDF,154.0,0.14285714285714285,0.05844155844155844,41.09090909090909,0.07448051948051948,0.0,0.022142857142857145,0.0,0.04616883116883117,Winter,Medium
SEA,299.0,0.1605351170568562,0.06020066889632107,30.770833333333332,0.07137123745819397,0.0,0.0331438127090301,0.0033444816053511705,0.052709030100334446,Winter,Large
SFO,308.0,0.1038961038961039,0.016233766233766232,40.6875,0.04077922077922078,0.0,0.007694805194805195,0.0,0.05542207792207792,Winter,Large
SJC,884.0,0.08031674208144797,0.016968325791855202,41.87323943661972,0.03591628959276018,0.0014479638009049773,0.01858597285067873,0.0,0.024355203619909505,Winter,Large
SJU,200.0,0.145,0.005,38.44827586206897,0.08205,0.01695,0.0322,0.0,0.0138,Winter,Medium
SLC,441.0,0.24489795918367346,0.034013605442176874,38.44444444444444,0.1307936507936508,0.0008616780045351474,0.057641723356009075,0.0017687074829931973,0.053854875283446714,Winter,Large
SMF,1051.0,0.0960989533777355,0.01807802093244529,44.53465346534654,0.04070409134157945,0.0009514747859181732,0.02242626070409134,0.0009514747859181732,0.031065651760228352,Winter,Large
SNA,784.0,0.08163265306122448,0.017857142857142856,34.515625,0.034043367346938774,0.002512755102040816,0.01292091836734694,0.0,0.03215561224489796,Winter,Large
SRQ,94.0,0.19148936170212766,0.09574468085106383,40.388888888888886,0.08457446808510638,0.0,0.09340425531914893,0.0,0.01351063829787234,Winter,Medium
STL,1332.0,0.07132132132132132,0.12012012012012012,38.357894736842105,0.029361861861861863,0.0019444444444444444,0.012890390390390392,0.0013663663663663664,0.025765765765765766,Winter,Large
TPA,1163.0,0.16595012897678418,0.06018916595012898,40.0880829015544,0.05746345657781599,0.0017282889079965605,0.06587274290627687,0.0012553740326741187,0.03963026655202064,Winter,Large
TUL,168.0,0.13095238095238096,0.13690476190476192,37.18181818181818,0.0749404761904762,0.0,0.0225,0.0,0.033511904761904764,Winter,Medium
TUS,140.0,0.11428571428571428,0.02857142857142857,43.1875,0.04707142857142857,0.0025,0.01657142857142857,0.0,0.04814285714285715,Winter,Medium
ABQ,342.0,0.06432748538011696,0.0029239766081871343,30.727272727272727,0.017309941520467834,0.004532163742690058,0.013976608187134504,0.0,0.02847953216374269,Winter,Large
ALB,151.0,0.07947019867549669,0.026490066225165563,46.416666666666664,0.02867549668874172,0.0,0.02456953642384106,0.0,0.026225165562913908,Winter,Medium
AMA,73.0,0.0136986301369863,0.0,25.0,0.0,0.0,0.000547945205479452,0.0,0.013150684931506848,Winter,Small
ATL,1933.0,0.08432488360062079,0.006207966890843249,51.05521472392638,0.033300569063631665,0.0003155716502845318,0.025095706156233834,0.00035178479048111747,0.025266425245732024,Winter,Large
AUS,829.0,0.10253317249698432,0.020506634499396863,33.03529411764706,0.04800965018094089,0.0014113389626055487,0.021097708082026535,0.0,0.03201447527141134,Winter,Large
BDL,151.0,0.152317880794702,0.013245033112582781,44.08695652173913,0.08152317880794702,0.0,0.024503311258278145,0.0,0.046357615894039736,Winter,Medium
BHM,170.0,0.08823529411764706,0.0058823529411764705,52.93333333333333,0.03264705882352941,0.0,0.016235294117647056,0.0,0.03929411764705882,Winter,Medium
BNA,2273.0,0.08139023317201936,0.004839419269687638,44.75675675675676,0.027391113066432028,0.0005147382314122305,0.026638803343598767,0.0005807303123625165,0.026269247690277168,Winter,Large
BOI,221.0,0.06787330316742081,0.0,30.866666666666667,0.02461538461538462,0.0,0.019366515837104074,0.0,0.023936651583710406,Winter,Medium
BOS,255.0,0.09803921568627451,0.027450980392156862,46.96,0.05858823529411764,0.0,0.01643137254901961,0.0,0.023019607843137255,Winter,Large
BUF,253.0,0.12648221343873517,0.019762845849802372,49.125,0.04932806324110672,0.0020553359683794467,0.03636363636363636,0.0,0.038735177865612654,Winter,Medium
BUR,442.0,0.06108597285067873,0.004524886877828055,33.55555555555556,0.026131221719457014,0.0,0.010542986425339367,0.0,0.02441176470588235,Winter,Large
BWI,2894.5,0.07801806734191076,0.02737476047084588,52.2,0.02450588557350123,0.0006816315357240625,0.028757185874623597,4.6537092800438e-05,0.024024089789214345,Winter,Large
CHS,160.0,0.11875,0.01875,36.63157894736842,0.0670625,0.0,0.017249999999999998,0.0,0.034437499999999996,Winter,Medium
CLE,295.0,0.10847457627118644,0.03389830508474576,41.90625,0.04183050847457627,0.0,0.03745762711864407,0.0,0.0291864406779661,Winter,Medium
CLT,179.0,0.055865921787709494,0.01675977653631285,51.0,0.029776536312849163,0.0,0.01581005586592179,0.0,0.010279329608938547,Winter,Small
CMH,418.0,0.13875598086124402,0.009569377990430622,54.56896551724138,0.05700956937799043,0.0014593301435406698,0.038755980861244016,0.0,0.0415311004784689,Winter,Large
CRP,63.0,0.07936507936507936,0.0,37.4,0.024603174603174603,0.0,0.015873015873015872,0.0,0.03888888888888889,Winter,Small
CVG,176.0,0.10227272727272728,0.017045454545454544,40.5,0.029204545454545452,0.0,0.02096590909090909,0.0,0.052102272727272726,Winter,Small
